offer_id	first_day_exposition	last_day_exposition	last_price	floor	open_plan	rooms	studio	area	kitchen_area	living_area	agent_fee	renovation	offer_type	category_type	unified_address	building_id
8717726061391284481	2017-12-23T00:00:00+03:00	2018-02-06T00:00:00+03:00	4400000.0	11	False	1	False	46.3					1	2	Россия, Санкт-Петербург, проспект Ветеранов, 171к5	7349252674063322197
701950979334400257	2016-03-24T00:00:00+03:00	2018-02-08T00:00:00+03:00	68700000.0	12	False	4	False	260.0	15.0	135.0		2.0	1	2	Россия, Санкт-Петербург, Пионерская улица, 50	3024905028418627748
5152264856292983463	2017-02-28T00:00:00+03:00	2018-05-16T00:00:00+03:00	22000.0	4	False	1	False	30.0	7.5	22.5	100.0		2	2	Россия, Санкт-Петербург, улица Маршала Тухачевского, 25	5630891826561353004
5298418769560893440	2016-12-16T00:00:00+03:00	2017-04-27T00:00:00+03:00	2600000.0	3	False	1	False	37.5	9.3	17.4		11.0	1	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, городской поселок Янино-1, 69	7191705261906121326
4831724841410004481	2018-03-25T00:00:00+03:00	2018-05-21T00:00:00+03:00	3480000.0	6	False	1	False	36.0	7.3	18.0			1	2	Россия, Санкт-Петербург, Сиреневый бульвар, 2к1	6389457006261535478
5141797489723541042	2016-03-16T00:00:00+03:00	2016-04-26T00:00:00+03:00	25000.0	8	False	2	False	46.0	13.0	29.0		0.0	2	2	Россия, Ленинградская область, Всеволожский район, поселок Мурино, улица Шувалова, 2	6278327969890435992
2554639205088607147	2016-10-24T00:00:00+03:00	2018-08-20T00:00:00+03:00	13400000.0	7	False	3	False	115.0	36.2	59.0			1	2	Россия, Санкт-Петербург, Горная улица, 1к1	4697646911700009101
6300408477619462453	2015-02-13T00:00:00+03:00	2018-03-26T00:00:00+03:00	4000000.0	1	False	3	False	65.4	7.0	45.4			1	2	Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Школьная улица, 26	1238040241754435100
4842857800004748868	2015-06-01T00:00:00+03:00	2018-02-06T00:00:00+03:00	2845000.0	2	False	1	False	24.0	5.0	12.5		0.0	1	2	Россия, Санкт-Петербург, проспект Народного Ополчения, 45	6307131218310700382
8000484694230680423	2018-08-18T00:00:00+03:00	2018-08-20T00:00:00+03:00	30000.0	24	False	1	False	40.0			100.0		2	2	Россия, Санкт-Петербург, Пулковское шоссе, 38	5266491833525191281
5728861876762730752	2018-04-06T00:00:00+03:00	2018-06-29T00:00:00+03:00	20000.0	4	False	1	False	43.0	13.4	18.02		11.0	2	2	Россия, Санкт-Петербург, Юнтоловский проспект, 53к3	8253852211769327073
5175901685917248138	2018-06-20T00:00:00+03:00	2018-08-07T00:00:00+03:00	22000.0	14	False	1	False	43.0	12.0	16.0	100.0		2	2	Россия, Санкт-Петербург, Южное шоссе, 53к4	2741634337766513817
5592490235565262181	2018-03-27T00:00:00+03:00	2018-04-11T00:00:00+03:00	2980000.0	7	False	0	True	27.78		19.79			1	2	Россия, Санкт-Петербург, улица Орджоникидзе, 52	6794467509409024778
6302977522902578681	2016-11-24T00:00:00+03:00	2017-11-23T00:00:00+03:00	35000.0	15	False	1	False	40.0	10.0	20.0	50.0		2	2	Россия, Санкт-Петербург, проспект Космонавтов, 37	6478524477782906496
6171702108310561228	2018-07-07T00:00:00+03:00	2018-08-10T00:00:00+03:00	6536946.0	18	False	2	False	57.7	12.56	28.93		5.0	1	2	Россия, Санкт-Петербург, Антокольский переулок, 4к1	4491201478172267872
9174606537144983255	2018-07-11T00:00:00+03:00	2018-08-07T00:00:00+03:00	4450000.0	4	False	3	False	60.0	6.5	44.0		4.0	1	2	Россия, Санкт-Петербург, улица Ушинского, 9к1	733773556320915908
5175901685916444002	2017-02-23T00:00:00+03:00	2018-08-02T00:00:00+03:00	25000.0	1	False	1	False	44.0	22.0	22.0	100.0		2	2	Россия, Санкт-Петербург, Краснопутиловская улица, 56к2	7179901872078951324
1285755217853609888	2017-03-04T00:00:00+03:00	2017-04-02T00:00:00+03:00	220000000.0	3	False	4	False	225.3	23.0	110.0		0.0	1	2	Россия, Санкт-Петербург, Санаторная аллея, 3	4057330062838252075
6297134284004685708	2018-07-01T00:00:00+03:00	2018-07-09T00:00:00+03:00	8877030.0	1	False	2	False	51.6					1	2	Россия, Санкт-Петербург, Петровский проспект, 24к3	646669406522337985
3375339907712514391	2016-01-11T00:00:00+03:00	2017-02-27T00:00:00+03:00	20000.0	2	False	1	False	35.0	7.0	18.0	100.0	0.0	2	2	Россия, Санкт-Петербург, улица Руднева, 13к1	2516989861423887762
3587041259616823553	2017-03-01T00:00:00+03:00	2017-04-15T00:00:00+03:00	3700000.0	4	False	2	False	44.8	7.0	30.6		0.0	1	2	Россия, Санкт-Петербург, Пискарёвский проспект, 17к2	665343139034256185
7569479969706104182	2017-12-13T00:00:00+03:00	2017-12-19T00:00:00+03:00	25000.0	2	False	2	False	47.0	6.0		100.0		2	2	Россия, Санкт-Петербург, Бестужевская улица, 31к1	6841367879556460336
7625312543790470325	2017-10-13T00:00:00+03:00	2017-10-16T00:00:00+03:00	38000.0	5	False	2	False	65.0	8.0	36.0	50.0	0.0	2	2	Россия, Санкт-Петербург, улица Чайковского, 81	3192945575615772601
4474911	2015-11-06T00:00:00+03:00	2016-02-01T00:00:00+03:00	2700000.0	20	False	1	False	34.0	10.0	15.0		2.0	1	2	Россия, Ленинградская область, Всеволожский район, поселок Мурино, Новая улица, 7к3	8174760494304345320
7110103192797420789	2017-09-16T00:00:00+03:00	2018-02-07T00:00:00+03:00	1880000.0	2	False	1	False	30.9	5.5	17.3		11.0	1	2	Россия, Ленинградская область, Гатчина, улица Куприна, 44	1120561806593143457
3104598124744563457	2018-03-11T00:00:00+03:00	2018-04-25T00:00:00+03:00	4132020.0	16	False	1	False	41.2					1	2	Россия, Санкт-Петербург, проспект Маршала Блюхера, 12к6	1696402849480460432
585260057523237377	2016-09-01T00:00:00+03:00	2018-05-17T00:00:00+03:00	23000.0	6	False	1	False	36.0	9.0	18.0	50.0		2	2	Россия, Санкт-Петербург, улица Верности, 6к1	4556600236494063194
2540998345740241664	2018-03-15T00:00:00+03:00	2018-04-29T00:00:00+03:00	45000.0	10	False	0	True	51.5		33.8	70.0	10.0	2	2	Россия, Санкт-Петербург, улица Восстания, 6А	4786204855727835842
325120185781881856	2017-05-22T00:00:00+03:00	2018-08-20T00:00:00+03:00	50000.0	1	False	3	False	60.0	7.0	30.0	50.0	10.0	2	2	Россия, Санкт-Петербург, Бухарестская улица, 66	6077914501064461657
7023700371554213633	2018-07-31T00:00:00+03:00	2018-08-20T00:00:00+03:00	1950000.0	2	False	0	True	15.0				10.0	1	2	Россия, Санкт-Петербург, улица Маяковского, 44	4826927440497429109
8182848596212112640	2018-02-14T00:00:00+03:00	2018-04-07T00:00:00+03:00	1700000.0	1	False	0	True	16.0				3.0	1	2	Россия, Санкт-Петербург, проспект Пятилеток, 19	626566749597354836
1896730478945821998	2017-08-16T00:00:00+03:00	2017-09-06T00:00:00+03:00	40000.0	25	False	2	False	57.0	10.0	32.0	100.0	0.0	2	2	Россия, Санкт-Петербург, проспект Космонавтов, 37	6478524477782906496
5356258582233659138	2015-10-28T00:00:00+03:00	2016-06-08T00:00:00+03:00	2572412.0	2	False	1	False	28.9		20.75		0.0	1	2	Россия, Санкт-Петербург, Невский район, муниципальный округ Народный, Русановская улица, 19к2Б	3959909498036690513
5377508	2016-02-11T00:00:00+03:00	2016-05-31T00:00:00+03:00	17000.0	5	False	1	False	28.0	9.0		90.0	3.0	2	2	Россия, Санкт-Петербург, Серебристый бульвар, 15	9105612720122765622
7569506429740822728	2018-05-23T00:00:00+03:00	2018-08-20T00:00:00+03:00	2200000.0	5	False	0	True	22.6		14.0		6.0	1	2	Россия, Ленинградская область, Ломоносовский район, Аннинское городское поселение, деревня Куттузи, Уланская улица, 3	4390335570779362506
2967405319924576029	2017-02-08T00:00:00+03:00	2018-06-19T00:00:00+03:00	21000.0	18	False	1	False	36.0	10.0	18.0	50.0		2	2	Россия, Санкт-Петербург, Учительская улица, 18к1	7395079816767707580
442278513272978177	2017-11-21T00:00:00+03:00	2018-08-20T00:00:00+03:00	3620000.0	5	False	1	False	35.16	10.48	16.11		11.0	1	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, Воронцовский бульвар, 2	8372601063222427492
8851183035800486913	2017-07-17T00:00:00+03:00	2017-11-09T00:00:00+03:00	16000.0	15	False	1	False	35.0	10.0	17.0	100.0	10.0	2	2	Россия, Санкт-Петербург, Колпинский район, посёлок Металлострой, Садовая улица, 8	3082606332488554404
6300461494540682790	2018-06-07T00:00:00+03:00	2018-08-20T00:00:00+03:00	1500000.0	2	False	1	False	31.6	5.6	18.8		4.0	1	2	Россия, Ленинградская область, Приозерский район, посёлок Сосново, Молодёжная улица, 2	8654927659288856335
779477689414754816	2018-04-08T00:00:00+03:00	2018-07-06T00:00:00+03:00	19000.0	3	False	2	False	45.0	7.0	26.0	50.0		2	2	Россия, Санкт-Петербург, Суздальский проспект, 77к2	7092781136104321150
3376106655956424473	2017-05-20T00:00:00+03:00	2017-09-11T00:00:00+03:00	100000.0	7	False	3	False	80.0		67.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Пионерская улица, 50	3024905028418627748
6300461494541547808	2017-12-20T00:00:00+03:00	2018-06-12T00:00:00+03:00	4390000.0	4	False	2	False	63.7	11.7	36.3		6.0	1	2	Россия, Санкт-Петербург, Петергоф, Ропшинское шоссе, 3к7	5316955799036440741
7568766837595134596	2017-05-02T00:00:00+03:00	2018-08-20T00:00:00+03:00	119000.0	4	False	4	False	133.0			0.0		2	2	Россия, Санкт-Петербург, Детская улица, 18	4883357661073399634
3375339908774660638	2017-05-16T00:00:00+03:00	2017-05-16T00:00:00+03:00	35000.0	8	False	1	False	50.0	22.0	16.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Фермское шоссе, 32	5425186933869166081
9069199666281289675	2017-02-21T00:00:00+03:00	2017-05-26T00:00:00+03:00	3400000.0	1	False	2	False	58.5	11.3	31.4		0.0	1	2	Россия, Ленинградская область, Всеволожский район, Морозовское городское поселение, посёлок городского типа имени Морозова, улица Хесина, 18А	5402042085927164543
7521881594563740996	2017-10-26T00:00:00+03:00	2017-11-26T00:00:00+03:00	65000.0	2	False	3	False	90.0	10.0	63.0	50.0		2	2	Россия, Санкт-Петербург, Невский проспект, 100	2892335032057221089
244178420220903099	2015-02-27T00:00:00+03:00	2017-05-08T00:00:00+03:00	40413240.0	6	False	2	False	71.1	20.0	39.4		0.0	1	2	Россия, Санкт-Петербург, Конногвардейский бульвар, 5	8043782038424496855
7340091001892442057	2014-12-28T00:00:00+03:00	2016-06-17T00:00:00+03:00	4650000.0	6	False	2	False	46.0	7.0	28.0		0.0	1	2	Россия, Санкт-Петербург, проспект Просвещения, 28	6354249340138182797
6312300095353078784	2016-10-09T00:00:00+03:00	2018-02-07T00:00:00+03:00	2700000.0	4	False	1	False	31.0	5.6	17.0		2.0	1	2	Россия, Санкт-Петербург, проспект Маршала Жукова, 72к4	5167719149497945123
5008984338894853633	2017-01-20T00:00:00+03:00	2017-01-27T00:00:00+03:00	18000.0	2	False	2	False	76.0	11.0	44.0	50.0	11.0	2	2	Россия, Ленинградская область, Выборг, Офицерская улица, 10	6435086530804310144
3513879982201261824	2016-03-18T00:00:00+03:00	2016-04-26T00:00:00+03:00	20000.0	6	False	1	False	33.0	8.0	19.0		3.0	2	2	Россия, Санкт-Петербург, Дальневосточный проспект, 46	4078835538163427688
6683268856334279168	2016-03-18T00:00:00+03:00	2016-04-28T00:00:00+03:00	4160000.0	3	False	2	False	59.8	11.0	34.1		8.0	1	2	Россия, Санкт-Петербург, Юнтоловский проспект, 49к4	8253852211769351097
6201396439733473682	2015-09-20T00:00:00+03:00	2018-08-20T00:00:00+03:00	9108000.0	10	False	2	False	69.0	10.3	35.24		5.0	1	2	Россия, Санкт-Петербург, Свердловская набережная, 58	5164617829194191158
5126051633895972096	2016-11-12T00:00:00+03:00	2018-08-18T00:00:00+03:00	3900000.0	15	False	1	False	45.2	10.0	18.0			1	2	Россия, Санкт-Петербург, улица Еремеева, 7к2	7190031462341418693
3375339908709949687	2017-02-25T00:00:00+03:00	2017-02-26T00:00:00+03:00	24000.0	2	False	1	False	38.0	7.0	22.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Опочинина улица, 27	5994802746911685455
9115228498540256769	2015-10-16T00:00:00+03:00	2018-01-23T00:00:00+03:00	4200000.0	20	False	1	False	40.0	15.5	13.0			1	2	Россия, Санкт-Петербург, улица Орджоникидзе, 52	6794467509409024778
9094931648990556589	2016-11-20T00:00:00+03:00	2018-02-07T00:00:00+03:00	8510000.0	9	False	1	False	52.49	24.32	11.34		0.0	1	2	Россия, Санкт-Петербург, Аптекарский проспект, 18	5772882957571441035
1950057354712606721	2016-05-27T00:00:00+03:00	2016-11-11T00:00:00+03:00	4900000.0	1	False	4	False	76.7	7.6	46.9		3.0	1	2	Россия, Санкт-Петербург, Шлиссельбургский проспект, 45	4088321737494427673
6219935631203783168	2017-09-08T00:00:00+03:00	2017-11-08T00:00:00+03:00	9990000.0	2	False	5	False	140.0	10.7	99.7		8.0	1	2	Россия, Санкт-Петербург, Дегтярная улица, 18/32	2314490472856971006
5246475037173249025	2018-08-02T00:00:00+03:00	2018-08-20T00:00:00+03:00	5350000.0	7	False	2	False	44.0	7.0	29.0		11.0	1	2	Россия, Санкт-Петербург, проспект Тореза, 24	4203209074107983662
4063703420219065343	2018-08-14T00:00:00+03:00	2018-08-20T00:00:00+03:00	6329100.0	9	False	2	False	57.8	11.3	30.5			1	2	Россия, Санкт-Петербург, Октябрьская набережная, 40	8208963415422765318
8353202309096073509	2017-01-01T00:00:00+03:00	2017-01-19T00:00:00+03:00	3000000.0	22	False	1	False	35.65	11.13	13.88		0.0	1	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, Охтинская аллея, 14	2600536765669241623
8310251211144003468	2017-07-12T00:00:00+03:00	2018-08-20T00:00:00+03:00	67999000.0	9	False	4	False	170.0	20.0	91.7	0.0	1.0	1	2	Россия, Санкт-Петербург, Воскресенская набережная, 4	7262659557693263963
4842857800036896241	2016-01-26T00:00:00+03:00	2016-02-01T00:00:00+03:00	3000000.0	9	False	1	False	35.1	8.1	16.4		0.0	1	2	Россия, Ленинградская область, Всеволожский район, поселок Мурино, Оборонная улица, 2к5	7890323654664238771
8887217795519982592	2018-06-18T00:00:00+03:00	2018-06-24T00:00:00+03:00	20000.0	6	False	1	False	25.0	5.2	16.0	50.0	10.0	2	2	Россия, Санкт-Петербург, Автовская улица, 29	6230379172032231455
6918602555513113344	2018-02-02T00:00:00+03:00	2018-03-03T00:00:00+03:00	16000.0	5	False	1	False	38.0	8.0	18.0	90.0		2	2	Россия, Санкт-Петербург, улица Кржижановского, 15	809725871262897025
7657758718204962049	2017-10-05T00:00:00+03:00	2018-02-08T00:00:00+03:00	3400000.0	4	False	3	False	42.0	6.0	32.0		3.0	1	2	Россия, Санкт-Петербург, улица Лёни Голикова, 72	6237537559065427618
